loc1,loc2,score
ETH,TUR,1681
NZL,TUR,475
LKA,TUR,361
AZE,TUR,23998
KEN,TUR,1674
SLV,TUR,193
GHA,TUR,2084
JOR,TUR,9544
CHE,TUR,8002
CIV,TUR,1311
ROU,TUR,2016
TUN,TUR,3267
BOL,TUR,247
SGP,TUR,557
BEL,TUR,6381
LBY,TUR,6165
KHM,TUR,296
BLR,TUR,2940
OMN,TUR,3054
SWE,TUR,4782
CZE,TUR,849
GTM,TUR,162
ECU,TUR,265
NPL,TUR,300
HKG,TUR,475
QAT,TUR,6120
NLD,TUR,8235
KWT,TUR,3931
KAZ,TUR,4636
MYS,TUR,464
CHL,TUR,313
POL,TUR,744
ARG,TUR,408
AUS,TUR,1218
ITA,TUR,1283
KOR,TUR,441
NGA,TUR,1726
COL,TUR,395
PER,TUR,264
MAR,TUR,2861
MMR,TUR,141
CAN,TUR,1314
ARE,TUR,4802
ESP,TUR,906
EGY,TUR,3454
PAK,TUR,3138
THA,TUR,365
BGD,TUR,742
TUR,TUR,830078
DZA,TUR,2703
GBR,TUR,2633
DEU,TUR,14452
PHL,TUR,596
SAU,TUR,5474
BRA,TUR,423
JPN,TUR,426
FRA,TUR,2940
MEX,TUR,226
IDN,TUR,440
IND,TUR,208
SYC,UZB,958
ATG,UZB,205
GRD,UZB,263
KIR,UZB,140
TON,UZB,188
STP,UZB,356
FSM,UZB,94
LCA,UZB,174
IMN,UZB,161
ABW,UZB,141
CYM,UZB,855
JEY,UZB,186
CPV,UZB,166
SLB,UZB,160
CUW,UZB,152
BRB,UZB,164
BHS,UZB,150
CAF,UZB,487
TLS,UZB,239
BLZ,UZB,156
ISL,UZB,324
GNQ,UZB,749
DJI,UZB,812
MLT,UZB,2464
SUR,UZB,297
PYF,UZB,94
GUF,UZB,171
SWZ,UZB,292
GUM,UZB,358
NCL,UZB,80
MNE,UZB,1372
GNB,UZB,411
FJI,UZB,183
MDV,UZB,2178
BTN,UZB,328
COM,UZB,230
GUY,UZB,200
BWA,UZB,291
MTQ,UZB,90
LBR,UZB,1408
GLP,UZB,102
BDI,UZB,611
BRN,UZB,379
GAB,UZB,414
SLE,UZB,2024
LUX,UZB,1285
TCD,UZB,501
PNG,UZB,251
CYP,UZB,3659
TTO,UZB,187
COG,UZB,644
MUS,UZB,602
LSO,UZB,226
RWA,UZB,806
MKD,UZB,956
MRT,UZB,437
MAC,UZB,347
GMB,UZB,3624
SVN,UZB,492
NER,UZB,658
EST,UZB,2661
JAM,UZB,366
REU,UZB,106
LVA,UZB,10197
TGO,UZB,1320
MWI,UZB,356
BIH,UZB,487
GIN,UZB,775
PRY,UZB,240
MDG,UZB,527
PRI,UZB,102
BFA,UZB,795
URY,UZB,174
MNG,UZB,4411
UGA,UZB,1468
CRI,UZB,174
MOZ,UZB,602
TJK,UZB,286118
HRV,UZB,560
AGO,UZB,493
MDA,UZB,4074
BEN,UZB,3851
LAO,UZB,402
LTU,UZB,2102
ARM,UZB,6464
ALB,UZB,555
HTI,UZB,439
MLI,UZB,663
SRB,UZB,916
PAN,UZB,184
GEO,UZB,5098
NOR,UZB,603
SEN,UZB,919
NIC,UZB,203
CMR,UZB,955
IRL,UZB,395
LBN,UZB,708
TZA,UZB,890
BGR,UZB,1756
COD,UZB,546
GRC,UZB,947
KGZ,UZB,73007
HUN,UZB,492
DNK,UZB,501
SVK,UZB,564
FIN,UZB,699
HND,UZB,176
PRT,UZB,756
AUT,UZB,1228
BHR,UZB,1239
DOM,UZB,336
ETH,UZB,609
NZL,UZB,341
LKA,UZB,573
AZE,UZB,20951
KEN,UZB,796
SLV,UZB,137
GHA,UZB,1931
JOR,UZB,641
CHE,UZB,1142
CIV,UZB,1263
ROU,UZB,752
TUN,UZB,632
BOL,UZB,163
SGP,UZB,593
BEL,UZB,582
LBY,UZB,370
KHM,UZB,399
BLR,UZB,11254
OMN,UZB,1159
SWE,UZB,2562
CZE,UZB,1724
GTM,UZB,123
ECU,UZB,158
UZB,UZB,3746926
NPL,UZB,196
HKG,UZB,292
QAT,UZB,1588
NLD,UZB,775
KWT,UZB,999
KAZ,UZB,58068
MYS,UZB,463
CHL,UZB,113
POL,UZB,1167
ARG,UZB,158
AUS,UZB,412
ITA,UZB,565
KOR,UZB,12121
TWN,UZB,172
NGA,UZB,1044
COL,UZB,187
PER,UZB,157
UKR,UZB,10702
MAR,UZB,716
MMR,UZB,136
CAN,UZB,568
ARE,UZB,5155
ESP,UZB,428
EGY,UZB,710
PAK,UZB,1392
THA,UZB,191
BGD,UZB,671
TUR,UZB,7297
DZA,UZB,648
GBR,UZB,623
DEU,UZB,1302
PHL,UZB,390
SAU,UZB,936
BRA,UZB,163
JPN,UZB,1016
FRA,UZB,413
MEX,UZB,140
IDN,UZB,264
USA,UZB,818
IND,UZB,297
SYC,TWN,828
ATG,TWN,418
GRD,TWN,266
KIR,TWN,1965
TON,TWN,489
STP,TWN,572
FSM,TWN,1185
LCA,TWN,5261
IMN,TWN,907
ABW,TWN,773
CYM,TWN,2471
JEY,TWN,473
CPV,TWN,123
SLB,TWN,1465
CUW,TWN,340
BRB,TWN,334
BHS,TWN,317
CAF,TWN,101
TLS,TWN,616
BLZ,TWN,5057
ISL,TWN,927
GNQ,TWN,308
DJI,TWN,127
MLT,TWN,2346
SUR,TWN,797
PYF,TWN,564
GUF,TWN,423
SWZ,TWN,5329
GUM,TWN,5721
NCL,TWN,265
MNE,TWN,292
GNB,TWN,105
FJI,TWN,547
MDV,TWN,1283
BTN,TWN,1985
COM,TWN,82
GUY,TWN,156
BWA,TWN,133
MTQ,TWN,207
LBR,TWN,235
GLP,TWN,179
BDI,TWN,248
BRN,TWN,10562
GAB,TWN,147
SLE,TWN,337
LUX,TWN,1124
TCD,TWN,182
PNG,TWN,472
CYP,TWN,1488
TTO,TWN,279
COG,TWN,140
MUS,TWN,480
LSO,TWN,169
RWA,TWN,134
MKD,TWN,265
MRT,TWN,105
MAC,TWN,89237
GMB,TWN,1649
SVN,TWN,432
NER,TWN,144
EST,TWN,463
JAM,TWN,207
REU,TWN,210
LVA,TWN,338
TGO,TWN,454
MWI,TWN,217
BIH,TWN,122
GIN,TWN,137
PRY,TWN,734
MDG,TWN,154
PRI,TWN,242
BFA,TWN,294
MNG,TWN,1315
CRI,TWN,395
MOZ,TWN,128
TJK,TWN,196
HRV,TWN,357
AGO,TWN,144
MDA,TWN,105
BEN,TWN,389
LAO,TWN,1852
LTU,TWN,294
ARM,TWN,124
ALB,TWN,146
HTI,TWN,285
MLI,TWN,105
SRB,TWN,347
PAN,TWN,493
GEO,TWN,137
NOR,TWN,581
SEN,TWN,168
NIC,TWN,332
CMR,TWN,126
IRL,TWN,1001
LBN,TWN,287
BGR,TWN,290
COD,TWN,98
GRC,TWN,441
KGZ,TWN,187
HUN,TWN,440
DNK,TWN,670
SVK,TWN,391
FIN,TWN,620
HND,TWN,314
PRT,TWN,418
AUT,TWN,904
BHR,TWN,1657
DOM,TWN,199
ETH,TWN,241
NZL,TWN,3856
LKA,TWN,397
AZE,TWN,126
KEN,TWN,142
SLV,TWN,223
GHA,TWN,605
JOR,TWN,252
CHE,TWN,1540
CIV,TWN,111
ROU,TWN,307
TUN,TWN,201
BOL,TWN,204
SGP,TWN,26843
BEL,TWN,738
LBY,TWN,99
KHM,TWN,1936
BLR,TWN,414
OMN,TWN,983
SWE,TWN,674
CZE,TWN,684
GTM,TWN,187
ECU,TWN,162
NPL,TWN,345
HKG,TWN,53109
QAT,TWN,2360
NLD,TWN,1226
KWT,TWN,1807
KAZ,TWN,153
MYS,TWN,16889
CHL,TWN,236
POL,TWN,349
ARG,TWN,233
AUS,TWN,5936
ITA,TWN,652
KOR,TWN,5740
TWN,TWN,1630723
NGA,TWN,409
COL,TWN,155
PER,TWN,201
MAR,TWN,241
MMR,TWN,1182
CAN,TWN,2972
ARE,TWN,2650
ESP,TWN,591
EGY,TWN,166
PAK,TWN,428
THA,TWN,3863
BGD,TWN,211
TUR,TWN,241
DZA,TWN,143
GBR,TWN,1044
DEU,TWN,1120
PHL,TWN,7276
SAU,TWN,1306
BRA,TWN,150
JPN,TWN,8957
FRA,TWN,726
MEX,TWN,173
IDN,TWN,7310
IND,TWN,130
SYC,TJK,740
ATG,TJK,359
GRD,TJK,368
KIR,TJK,238
STP,TJK,637
FSM,TJK,186
LCA,TJK,179
IMN,TJK,141
ABW,TJK,209
CYM,TJK,284
JEY,TJK,909
CPV,TJK,259
SLB,TJK,472
CUW,TJK,152
BRB,TJK,207
BHS,TJK,237
CAF,TJK,1040
BLZ,TJK,300
ISL,TJK,732
GNQ,TJK,1492
DJI,TJK,1085
MLT,TJK,660
SUR,TJK,555
PYF,TJK,99
GUF,TJK,320
SWZ,TJK,650
GUM,TJK,215
NCL,TJK,71
MNE,TJK,1484
GNB,TJK,743
FJI,TJK,355
MDV,TJK,4455
BTN,TJK,948
COM,TJK,403
GUY,TJK,385
BWA,TJK,503
MTQ,TJK,141
LBR,TJK,2405
GLP,TJK,133
BDI,TJK,902
BRN,TJK,417
GAB,TJK,640
SLE,TJK,3590
LUX,TJK,1545
TCD,TJK,911
PNG,TJK,585
CYP,TJK,3618
COG,TJK,1102
MUS,TJK,482
LSO,TJK,470
RWA,TJK,1470
MKD,TJK,971
MRT,TJK,777
MAC,TJK,254
GMB,TJK,4423
SVN,TJK,519
NER,TJK,1177
EST,TJK,3131
JAM,TJK,553
REU,TJK,112
LVA,TJK,5778
TGO,TJK,2124
MWI,TJK,705
BIH,TJK,889
GIN,TJK,1249
PRY,TJK,409
MDG,TJK,1013
PRI,TJK,167
BFA,TJK,1250
MNG,TJK,5116
CRI,TJK,261
MOZ,TJK,1070
TJK,TJK,17185254
HRV,TJK,602
AGO,TJK,821
MDA,TJK,7627
BEN,TJK,5621
LAO,TJK,519
LTU,TJK,5338
ARM,TJK,8378
ALB,TJK,672
HTI,TJK,748
MLI,TJK,1065
SRB,TJK,907
PAN,TJK,328
GEO,TJK,6568
NOR,TJK,714
SEN,TJK,1268
NIC,TJK,372
CMR,TJK,1802
IRL,TJK,413
LBN,TJK,761
BGR,TJK,2090
COD,TJK,873
GRC,TJK,800
KGZ,TJK,93398
HUN,TJK,619
DNK,TJK,621
SVK,TJK,884
FIN,TJK,749
HND,TJK,326
PRT,TJK,497
AUT,TJK,2371
BHR,TJK,1159
DOM,TJK,515
ETH,TJK,1139
NZL,TJK,404
LKA,TJK,564
AZE,TJK,19963
KEN,TJK,1650
SLV,TJK,209
GHA,TJK,3140
JOR,TJK,821
CHE,TJK,1704
CIV,TJK,1943
ROU,TJK,1147
BOL,TJK,247
SGP,TJK,364
BEL,TJK,874
LBY,TJK,481
KHM,TJK,531
BLR,TJK,19004
OMN,TJK,1225
SWE,TJK,2091
CZE,TJK,1684
GTM,TJK,192
ECU,TJK,236
NPL,TJK,325
HKG,TJK,427
QAT,TJK,2080
NLD,TJK,991
KWT,TJK,1044
KAZ,TJK,44922
MYS,TJK,478
CHL,TJK,138
POL,TJK,1824
ARG,TJK,233
AUS,TJK,456
ITA,TJK,523
KOR,TJK,2132
NGA,TJK,1562
COL,TJK,293
PER,TJK,217
MAR,TJK,922
MMR,TJK,193
CAN,TJK,2238
ARE,TJK,6842
ESP,TJK,417
EGY,TJK,731
PAK,TJK,2454
THA,TJK,219
BGD,TJK,953
DZA,TJK,893
GBR,TJK,776
DEU,TJK,3568
PHL,TJK,673
SAU,TJK,1474
BRA,TJK,237
JPN,TJK,514
FRA,TJK,586
MEX,TJK,202
IDN,TJK,495
IND,TJK,434
SYC,URY,722
ATG,URY,1580
GRD,URY,863
KIR,URY,260
TON,URY,513
STP,URY,1484
FSM,URY,120
LCA,URY,1014
IMN,URY,2040
ABW,URY,6391
CYM,URY,3659
JEY,URY,841
CPV,URY,1057
SLB,URY,196
CUW,URY,3247
BRB,URY,1353
BHS,URY,2240
CAF,URY,489
TLS,URY,400
BLZ,URY,1853
ISL,URY,1397
GNQ,URY,3624
DJI,URY,317
MLT,URY,3491
SUR,URY,2801
PYF,URY,728
GUF,URY,1966
SWZ,URY,303
GUM,URY,404
NCL,URY,434
MNE,URY,1376
GNB,URY,810
FJI,URY,285
MDV,URY,584
BTN,URY,207
COM,URY,335
GUY,URY,1977
BWA,URY,315
MTQ,URY,733
LBR,URY,953
GLP,URY,1107
BDI,URY,407
BRN,URY,296
GAB,URY,549
SLE,URY,1161
LUX,URY,3336
TCD,URY,262
PNG,URY,194
CYP,URY,1914
TTO,URY,1994
COG,URY,638
MUS,URY,509
LSO,URY,147
RWA,URY,382
MKD,URY,775
MRT,URY,350
MAC,URY,306
GMB,URY,3241
SVN,URY,988
NER,URY,399
EST,URY,1011
JAM,URY,1068
REU,URY,384
LVA,URY,595
TGO,URY,875
MWI,URY,196
BIH,URY,501
GIN,URY,449
PRY,URY,38246
MDG,URY,631
PRI,URY,5361
BFA,URY,547
URY,URY,19194107
MNG,URY,184
UGA,URY,741
CRI,URY,7336
MOZ,URY,817
TJK,URY,265
HRV,URY,1040
AGO,URY,1364
MDA,URY,354
BEN,URY,2631
LAO,URY,91
LTU,URY,697
ARM,URY,975
ALB,URY,593
HTI,URY,1617
MLI,URY,507
SRB,URY,1110
PAN,URY,8218
GEO,URY,349
NOR,URY,1203
SEN,URY,960
NIC,URY,4543
CMR,URY,672
IRL,URY,2539
LBN,URY,838
TZA,URY,367
BGR,URY,723
COD,URY,2413
GRC,URY,1179
KGZ,URY,135
HUN,URY,662
DNK,URY,1049
SVK,URY,605
FIN,URY,1347
HND,URY,4247
PRT,URY,3418
AUT,URY,1522
BHR,URY,610
DOM,URY,13730
ETH,URY,214
NZL,URY,6201
LKA,URY,326
AZE,URY,262
KEN,URY,471
SLV,URY,4464
GHA,URY,1158
JOR,URY,459
CHE,URY,4230
CIV,URY,989
ROU,URY,824
TUN,URY,1151
BOL,URY,6659
SGP,URY,474
BEL,URY,1513
LBY,URY,239
KHM,URY,98
BLR,URY,777
OMN,URY,461
SWE,URY,2271
CZE,URY,626
GTM,URY,3434
ECU,URY,6273
NPL,URY,131
HKG,URY,350
QAT,URY,643
NLD,URY,1576
KWT,URY,459
KAZ,URY,295
MYS,URY,235
CHL,URY,15217
POL,URY,397
ARG,URY,62303
AUS,URY,2541
ITA,URY,3707
KOR,URY,330
TWN,URY,212
NGA,URY,712
COL,URY,6918
PER,URY,7071
UKR,URY,451
MAR,URY,1715
MMR,URY,80
CAN,URY,1746
ARE,URY,925
ESP,URY,24986
EGY,URY,515
PAK,URY,470
THA,URY,129
BGD,URY,187
TUR,URY,416
DZA,URY,759
GBR,URY,1013
DEU,URY,1751
PHL,URY,484
SAU,URY,374
BRA,URY,9542
JPN,URY,415
FRA,URY,1506
MEX,URY,4210
IDN,URY,228
USA,URY,2455
IND,URY,164
SYC,SLV,358
ATG,SLV,1009
GRD,SLV,707
KIR,SLV,321
STP,SLV,1148
FSM,SLV,462
LCA,SLV,836
IMN,SLV,126
ABW,SLV,3225
CYM,SLV,3331
JEY,SLV,183
CPV,SLV,714
SLB,SLV,194
CUW,SLV,1811
BRB,SLV,531
BHS,SLV,750
CAF,SLV,411
BLZ,SLV,93650
ISL,SLV,1009
GNQ,SLV,2406
DJI,SLV,325
MLT,SLV,553
SUR,SLV,920
PYF,SLV,258
GUF,SLV,968
GUM,SLV,546
NCL,SLV,152
MNE,SLV,289
GNB,SLV,599
FJI,SLV,243
MDV,SLV,437
BTN,SLV,226
COM,SLV,197
GUY,SLV,1545
BWA,SLV,257
MTQ,SLV,308
LBR,SLV,971
GLP,SLV,396
BDI,SLV,410
BRN,SLV,242
GAB,SLV,447
SLE,SLV,1137
LUX,SLV,808
PNG,SLV,275
CYP,SLV,393
COG,SLV,568
MUS,SLV,448
LSO,SLV,196
RWA,SLV,477
MKD,SLV,387
MRT,SLV,519
MAC,SLV,262
GMB,SLV,1251
SVN,SLV,215
NER,SLV,480
EST,SLV,220
JAM,SLV,1089
REU,SLV,123
LVA,SLV,171
MWI,SLV,240
BIH,SLV,179
GIN,SLV,473
PRY,SLV,16309
MDG,SLV,643
PRI,SLV,5853
BFA,SLV,472
MNG,SLV,170
CRI,SLV,40581
MOZ,SLV,921
HRV,SLV,201
AGO,SLV,1036
MDA,SLV,155
BEN,SLV,3334
LAO,SLV,169
LTU,SLV,179
ARM,SLV,102
ALB,SLV,425
HTI,SLV,2158
MLI,SLV,1247
SRB,SLV,281
PAN,SLV,26545
GEO,SLV,188
NOR,SLV,398
SEN,SLV,591
NIC,SLV,63856
CMR,SLV,506
IRL,SLV,1113
LBN,SLV,546
BGR,SLV,490
COD,SLV,458
GRC,SLV,312
KGZ,SLV,101
HUN,SLV,194
DNK,SLV,237
SVK,SLV,200
FIN,SLV,314
HND,SLV,112050
PRT,SLV,650
AUT,SLV,461
BHR,SLV,481
DOM,SLV,10505
ETH,SLV,272
NZL,SLV,225
LKA,SLV,436
AZE,SLV,173
KEN,SLV,478
SLV,SLV,7168755
GHA,SLV,890
JOR,SLV,338
CHE,SLV,1470
CIV,SLV,669
ROU,SLV,388
BOL,SLV,9801
SGP,SLV,203
BEL,SLV,2053
LBY,SLV,303
KHM,SLV,238
BLR,SLV,283
OMN,SLV,425
SWE,SLV,1603
CZE,SLV,204
GTM,SLV,62253
ECU,SLV,11097
NPL,SLV,157
HKG,SLV,179
QAT,SLV,710
NLD,SLV,470
KWT,SLV,480
KAZ,SLV,211
MYS,SLV,184
CHL,SLV,3650
POL,SLV,140
ARG,SLV,5133
AUS,SLV,842
ITA,SLV,3787
KOR,SLV,239
NGA,SLV,585
COL,SLV,9242
PER,SLV,7592
MAR,SLV,2083
MMR,SLV,133
CAN,SLV,3940
ARE,SLV,767
ESP,SLV,8979
EGY,SLV,571
PAK,SLV,592
BGD,SLV,320
DZA,SLV,1007
GBR,SLV,705
DEU,SLV,684
PHL,SLV,1013
SAU,SLV,439
BRA,SLV,1364
JPN,SLV,202
FRA,SLV,443
MEX,SLV,12322
IDN,SLV,229
IND,SLV,181
SYC,VNM,272
ATG,VNM,190
GRD,VNM,276
KIR,VNM,237
TON,VNM,157
STP,VNM,481
VCT,VNM,312
FSM,VNM,499
LCA,VNM,199
IMN,VNM,240
ABW,VNM,173
CYM,VNM,314
JEY,VNM,209
CPV,VNM,3287
SLB,VNM,330
CUW,VNM,165
BRB,VNM,131
BHS,VNM,216
CAF,VNM,347
TLS,VNM,1539
BLZ,VNM,215
ISL,VNM,1595
GNQ,VNM,329
DJI,VNM,289
MLT,VNM,436
SUR,VNM,904
PYF,VNM,192
GUF,VNM,304
SWZ,VNM,197
GUM,VNM,492
NCL,VNM,970
MNE,VNM,149
GNB,VNM,521
FJI,VNM,183
MDV,VNM,684
BTN,VNM,659
COM,VNM,153
GUY,VNM,331
BWA,VNM,229
MTQ,VNM,134
LBR,VNM,950
GLP,VNM,155
BDI,VNM,395
BRN,VNM,1243
GAB,VNM,292
SLE,VNM,964
LUX,VNM,495
TCD,VNM,301
PNG,VNM,333
CYP,VNM,2999
TTO,VNM,312
COG,VNM,372
MUS,VNM,278
LSO,VNM,152
RWA,VNM,382
MKD,VNM,151
MRT,VNM,364
MAC,VNM,17149
GMB,VNM,735
SVN,VNM,116
NER,VNM,285
EST,VNM,128
JAM,VNM,392
REU,VNM,141
LVA,VNM,271
TGO,VNM,503
MWI,VNM,325
BIH,VNM,79
GIN,VNM,434
PRY,VNM,345
MDG,VNM,292
PRI,VNM,140
BFA,VNM,318
URY,VNM,146
MNG,VNM,338
UGA,VNM,517
CRI,VNM,381
MOZ,VNM,479
TJK,VNM,353
HRV,VNM,104
AGO,VNM,733
MDA,VNM,78
BEN,VNM,430
LAO,VNM,16546
LTU,VNM,113
ARM,VNM,85
ALB,VNM,158
HTI,VNM,577
MLI,VNM,347
SRB,VNM,163
PAN,VNM,174
GEO,VNM,95
NOR,VNM,708
SEN,VNM,483
NIC,VNM,302
CMR,VNM,381
IRL,VNM,494
LBN,VNM,511
TZA,VNM,427
BGR,VNM,301
COD,VNM,371
GRC,VNM,154
KGZ,VNM,235
HUN,VNM,587
DNK,VNM,501
SVK,VNM,1077
FIN,VNM,1092
HND,VNM,260
PRT,VNM,234
AUT,VNM,315
BHR,VNM,613
DOM,VNM,630
ETH,VNM,266
NZL,VNM,1299
LKA,VNM,428
AZE,VNM,203
KEN,VNM,400
SLV,VNM,174
GHA,VNM,577
JOR,VNM,204
CHE,VNM,681
CIV,VNM,357
ROU,VNM,438
TUN,VNM,293
BOL,VNM,208
SGP,VNM,5762
BEL,VNM,306
LBY,VNM,233
KHM,VNM,5980
BLR,VNM,395
OMN,VNM,628
SWE,VNM,765
CZE,VNM,2724
GTM,VNM,160
ECU,VNM,322
UZB,VNM,250
NPL,VNM,471
HKG,VNM,1179
QAT,VNM,642
NLD,VNM,438
KWT,VNM,662
KAZ,VNM,111
MYS,VNM,2327
CHL,VNM,149
POL,VNM,368
ARG,VNM,247
AUS,VNM,3032
ITA,VNM,181
KOR,VNM,11846
TWN,VNM,13455
NGA,VNM,490
COL,VNM,222
PER,VNM,214
UKR,VNM,232
MAR,VNM,430
MMR,VNM,1582
CAN,VNM,1555
ARE,VNM,1440
ESP,VNM,206
EGY,VNM,348
PAK,VNM,1117
THA,VNM,907
BGD,VNM,405
TUR,VNM,244
DZA,VNM,364
GBR,VNM,521
DEU,VNM,1531
PHL,VNM,1249
SAU,VNM,757
VNM,VNM,612688
BRA,VNM,315
JPN,VNM,17507
FRA,VNM,516
MEX,VNM,181
IDN,VNM,437
USA,VNM,1064
IND,VNM,257
ATG,ATG,856956149
ARE,ATG,5488
ATG,LCA,6556735
GRD,LCA,5382613
KIR,LCA,4433
FSM,LCA,6805
LCA,LCA,543651141
IMN,LCA,5341
ABW,LCA,70389
CYM,LCA,703077
JEY,LCA,29105
CPV,LCA,3444
CUW,LCA,161589
BRB,LCA,3924036
BHS,LCA,625859
CAF,LCA,1964
BLZ,LCA,444854
ISL,LCA,2538
GNQ,LCA,9028
DJI,LCA,2415
GUF,LCA,377225
GUM,LCA,4178
GNB,LCA,4169
FJI,LCA,6983
BTN,LCA,2793
COM,LCA,3635
GUY,LCA,1259893
BWA,LCA,8149
GLP,LCA,494805
BDI,LCA,1612
BRN,LCA,693
GAB,LCA,4424
CYP,LCA,4035
COG,LCA,5225
GMB,LCA,10099
EST,LCA,979
JAM,LCA,742422
BIH,LCA,1268
GIN,LCA,2421
BFA,LCA,2058
CRI,LCA,2401
HRV,LCA,1890
AGO,LCA,4044
BEN,LCA,9077
LAO,LCA,153
ARM,LCA,223
ALB,LCA,1196
HTI,LCA,62632
GEO,LCA,365
CMR,LCA,4144
IRL,LCA,4333
LBN,LCA,960
BGR,LCA,839
COD,LCA,2920
GRC,LCA,1293
KGZ,LCA,223
HUN,LCA,738
DNK,LCA,1133
FIN,LCA,727
HND,LCA,3423
AUT,LCA,2326
BHR,LCA,2332
DOM,LCA,15276
ETH,LCA,1217
AZE,LCA,255
KEN,LCA,6274
GHA,LCA,10008
JOR,LCA,694
CHE,LCA,6760
CIV,LCA,3631
BOL,LCA,500
BEL,LCA,1504
KHM,LCA,190
BLR,LCA,819
CZE,LCA,470
GTM,LCA,808
ECU,LCA,910
HKG,LCA,961
KWT,LCA,1100
KAZ,LCA,582
CHL,LCA,1671
ARG,LCA,628
AUS,LCA,2274
ITA,LCA,1458
KOR,LCA,425
COL,LCA,1130
CAN,LCA,85192
ARE,LCA,3846
ESP,LCA,1505
EGY,LCA,463
BGD,LCA,371
DZA,LCA,674
GBR,LCA,48761
DEU,LCA,2043
BRA,LCA,734
JPN,LCA,665
FRA,LCA,7444
IDN,LCA,511
IND,LCA,617
ATG,GUY,3777881
GRD,GUY,1534447
FSM,GUY,155479
ABW,GUY,89092
CPV,GUY,4681
CUW,GUY,159324
BRB,GUY,2710388
BHS,GUY,546996
CAF,GUY,2848
BLZ,GUY,1142495
GNQ,GUY,6450
DJI,GUY,2068
GUF,GUY,1199700
GUM,GUY,20473
GNB,GUY,2836
FJI,GUY,205391
BTN,GUY,604
GUY,GUY,94011366
BWA,GUY,8351
GLP,GUY,43310
BDI,GUY,2071
BRN,GUY,658
GAB,GUY,4314
CYP,GUY,1678
COG,GUY,6203
GMB,GUY,10144
EST,GUY,402
BIH,GUY,383
GIN,GUY,2855
BFA,GUY,2093
CRI,GUY,1974
AGO,GUY,4893
BEN,GUY,5400
ARM,GUY,177
ALB,GUY,638
GEO,GUY,471
CMR,GUY,3851
BGR,GUY,455
COD,GUY,3854
GRC,GUY,408
DNK,GUY,475
FIN,GUY,635
AUT,GUY,347
BHR,GUY,3080
DOM,GUY,18698
ETH,GUY,1319
AZE,GUY,339
GHA,GUY,8988
CHE,GUY,1108
CIV,GUY,3145
BOL,GUY,1626
BEL,GUY,1096
BLR,GUY,436
CZE,GUY,243
GTM,GUY,2246
ECU,GUY,3487
CHL,GUY,3187
ARG,GUY,1143
AUS,GUY,989
COL,GUY,5694
CAN,GUY,38268
ARE,GUY,3050
ESP,GUY,983
EGY,GUY,850
BGD,GUY,983
DZA,GUY,1156
GBR,GUY,7247
DEU,GUY,573
BRA,GUY,4871
FRA,GUY,1578
ATG,GRD,3622283
GRD,GRD,783949334
FSM,GRD,9733
ABW,GRD,269008
CPV,GRD,4888
CUW,GRD,90809
BRB,GRD,3358284
BHS,GRD,740652
CAF,GRD,3656
BLZ,GRD,665200
DJI,GRD,2043
FJI,GRD,8630
BTN,GRD,499
BWA,GRD,15856
BDI,GRD,2077
BRN,GRD,2946
GAB,GRD,5708
CYP,GRD,6705
COG,GRD,6380
EST,GRD,648
BIH,GRD,708
BFA,GRD,2244
CRI,GRD,2138
AGO,GRD,5182
BEN,GRD,4895
ARM,GRD,354
ALB,GRD,709
CMR,GRD,4394
BGR,GRD,639
COD,GRD,3420
DNK,GRD,1649
FIN,GRD,1607
AUT,GRD,2729
BHR,GRD,1382
DOM,GRD,13145
ETH,GRD,1110
AZE,GRD,336
CHE,GRD,5076
CIV,GRD,3654
BOL,GRD,633
BEL,GRD,1437
BLR,GRD,559
CZE,GRD,553
ECU,GRD,949
CHL,GRD,1371
ARG,GRD,867
AUS,GRD,2718
COL,GRD,2424
CAN,GRD,98742
ARE,GRD,3309
ESP,GRD,1482
EGY,GRD,584
BGD,GRD,478
DZA,GRD,623
GBR,GRD,63726
DEU,GRD,2536
BRA,GRD,761
FRA,GRD,1880
ATG,JAM,2598041
GRD,JAM,1412407
FSM,JAM,6116
IMN,JAM,4214
ABW,JAM,108127
JEY,JAM,8045
CPV,JAM,4861
CUW,JAM,320103
BRB,JAM,905768
BHS,JAM,913986
CAF,JAM,5664
BLZ,JAM,201507
ISL,JAM,1746
GNQ,JAM,8469
DJI,JAM,3026
GUF,JAM,185107
GUM,JAM,13864
GNB,JAM,5083
FJI,JAM,5863
BTN,JAM,620
GUY,JAM,723484
BWA,JAM,12289
GLP,JAM,38444
BDI,JAM,3493
BRN,JAM,902
GAB,JAM,9086
CYP,JAM,2651
COG,JAM,11190
GMB,JAM,28938
EST,JAM,944
JAM,JAM,33604656
BIH,JAM,704
GIN,JAM,5871
BFA,JAM,4026
CRI,JAM,5776
HRV,JAM,843
AGO,JAM,8265
BEN,JAM,6078
ARM,JAM,240
ALB,JAM,998
HTI,JAM,115636
GEO,JAM,438
CMR,JAM,6820
IRL,JAM,3117
BGR,JAM,946
COD,JAM,7393
GRC,JAM,813
HUN,JAM,496
DNK,JAM,1107
FIN,JAM,1144
HND,JAM,2924
AUT,JAM,2005
BHR,JAM,2641
DOM,JAM,24612
ETH,JAM,1952
AZE,JAM,511
GHA,JAM,19791
CHE,JAM,4397
CIV,JAM,6204
BOL,JAM,766
BEL,JAM,2289
BLR,JAM,578
CZE,JAM,547
GTM,JAM,897
