iso,year,no_dircrim,no_indcrim,gmc,nophys,nopsych,nodiv,nb3g,adp_general,adp_const,adp_employment,adp_edu,adp_health,adp_housing,trip_score
SWE,2013,1,1,1,1,0,1,0,1,0,1,1,1,1,10.0
SWE,2014,1,1,1,1,0,1,0,1,0,1,1,1,1,10.0
SWE,2015,1,1,1,1,0,1,0,1,0,1,1,1,1,10.0
SWE,2016,1,1,1,1,0,1,0,1,0,1,1,1,1,10.0
SWE,2017,1,1,1,1,0,1,0,1,0,1,1,1,1,10.0
SWE,2018,1,1,1,1,0,1,0,1,0,1,1,1,1,10.0
SWE,2019,1,1,1,1,0,1,0,1,0,1,1,1,1,10.0
SWE,2020,1,1,1,1,0,1,0,1,0,1,1,1,1,10.0
SWE,2021,1,1,1,1,0,1,0,1,0,1,1,1,1,10.0
CHE,1999,,,,,,,,,,,,,,
CHE,2000,1,1,1,0,0,0,0,0,0,0,0,0,0,3.0
CHE,2001,1,1,1,0,0,0,0,0,0,0,0,0,0,3.0
CHE,2002,1,1,1,0,0,0,0,0,0,0,0,0,0,3.0
CHE,2003,1,1,1,0,0,0,0,0,0,0,0,0,0,3.0
CHE,2004,1,1,1,0,0,0,0,0,0,0,0,0,0,3.0
CHE,2005,1,1,1,0,0,0,0,0,0,0,0,0,0,3.0
CHE,2006,1,1,1,0,0,0,0,0,0,0,0,0,0,3.0
CHE,2007,1,1,1,0,0,0,0,0,0,0,0,0,0,3.0
CHE,2008,1,1,1,0,0,0,0,0,0,0,0,0,0,3.0
CHE,2009,1,1,1,0,0,0,0,0,0,0,0,0,0,3.0
CHE,2010,1,1,1,0,0,0,0,0,0,0,0,0,0,3.0
CHE,2011,1,1,1,0,0,0,0,0,0,0,0,0,0,3.0
CHE,2012,1,1,1,0,0,0,0,0,0,0,0,0,0,3.0
CHE,2013,1,1,1,0,0,0,0,0,0,0,0,0,0,3.0
CHE,2014,1,1,1,0,0,0,0,0,0,0,0,0,0,3.0
CHE,2015,1,1,1,0,0,0,0,0,0,0,0,0,0,3.0
CHE,2016,1,1,1,0,0,0,0,0,0,0,0,0,0,3.0
CHE,2017,1,1,1,0,0,0,0,0,0,0,0,0,0,3.0
CHE,2018,1,1,1,0,0,0,0,0,0,0,0,0,0,3.0
CHE,2019,1,1,1,0,0,0,0,0,0,0,0,0,0,3.0
CHE,2020,1,1,1,0,0,0,0,0,0,0,0,0,0,3.0
CHE,2021,1,1,1,0,0,0,0,0,0,0,0,0,0,3.0
GHA,1999,,,,,,,,,,,,,,
GHA,2000,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
GHA,2001,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
GHA,2002,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
GHA,2003,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
GHA,2004,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
GHA,2005,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
GHA,2006,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
GHA,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
GHA,2008,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
GHA,2009,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
GHA,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
GHA,2011,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
GHA,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
GHA,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
GHA,2014,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
GHA,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
GHA,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
GHA,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
GHA,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
GHA,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
GHA,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
GHA,2021,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
ZAF,1999,,,,,,,,,,,,,,
ZAF,2000,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
ZAF,2001,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
ZAF,2002,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
ZAF,2003,1,0,1,0,0,1,0,0,0,0,0,0,0,3.0
ZAF,2004,1,0,1,0,0,1,0,0,0,0,0,0,0,3.0
ZAF,2005,1,0,1,0,0,1,0,0,0,0,0,0,0,3.0
ZAF,2006,1,0,1,0,0,1,0,0,0,0,0,0,0,3.0
ZAF,2007,1,0,1,0,0,1,0,0,0,0,0,0,0,3.0
ZAF,2008,1,0,1,0,0,1,0,0,0,0,0,0,0,3.0
ZAF,2009,1,0,1,0,0,1,0,0,0,0,0,0,0,3.0
ZAF,2010,1,0,1,0,0,1,0,0,0,0,0,0,0,3.0
ZAF,2011,1,0,1,0,0,1,0,0,0,0,0,0,0,3.0
ZAF,2012,1,0,1,0,0,1,0,0,0,0,0,0,0,3.0
ZAF,2013,1,0,1,0,0,1,0,0,0,0,0,0,0,3.0
ZAF,2014,1,0,1,0,0,1,0,0,0,0,0,0,0,3.0
ZAF,2015,1,0,1,0,0,1,0,0,0,0,0,0,0,3.0
ZAF,2016,1,0,1,0,0,1,0,0,0,0,0,0,0,3.0
ZAF,2017,1,0,1,0,0,1,0,0,0,0,0,0,0,3.0
ZAF,2018,1,0,1,0,0,1,0,0,0,0,0,0,0,3.0
ZAF,2019,1,0,1,0,0,1,0,0,0,0,0,0,0,3.0
ZAF,2020,1,0,1,0,0,1,0,0,0,0,0,0,0,3.0
ZAF,2021,1,0,1,0,0,1,0,0,0,0,0,0,0,3.0
JPN,1999,,,,,,,,,,,,,,
JPN,2000,1,1,0,0,0,0,0,0,0,0,0,0,0,2.0
JPN,2001,1,1,0,0,0,0,0,0,0,0,0,0,0,2.0
JPN,2002,1,1,0,0,0,0,0,0,0,0,0,0,0,2.0
JPN,2003,1,1,1,0,0,0,0,0,0,0,0,0,0,3.0
JPN,2004,1,1,1,0,0,0,0,0,0,0,0,0,0,3.0
JPN,2005,1,1,1,0,0,0,0,0,0,0,0,0,0,3.0
JPN,2006,1,1,1,0,0,0,0,0,0,0,0,0,0,3.0
JPN,2007,1,1,1,0,0,0,0,0,0,0,0,0,0,3.0
JPN,2008,1,1,1,0,0,0,0,0,0,0,0,0,0,3.0
JPN,2009,1,1,1,0,0,0,0,0,0,0,0,0,0,3.0
JPN,2010,1,1,1,0,0,0,0,0,0,0,0,0,0,3.0
JPN,2011,1,1,1,0,0,0,0,0,0,0,0,0,0,3.0
JPN,2012,1,1,1,0,0,0,0,0,0,0,0,0,0,3.0
JPN,2013,1,1,1,0,0,0,0,0,0,0,0,0,0,3.0
JPN,2014,1,1,1,0,0,0,0,0,0,0,0,0,0,3.0
JPN,2015,1,1,1,0,0,0,0,0,0,0,0,0,0,3.0
JPN,2016,1,1,1,0,0,0,0,0,0,0,0,0,0,3.0
JPN,2017,1,1,1,0,0,0,0,0,0,0,0,0,0,3.0
JPN,2018,1,1,1,0,0,0,0,0,0,0,0,0,0,3.0
JPN,2019,1,1,1,0,0,0,0,0,0,0,0,0,0,3.0
JPN,2020,1,1,1,0,0,0,0,0,0,0,0,0,0,3.0
JPN,2021,1,1,1,0,0,0,0,0,0,0,0,0,0,3.0
MMR,1999,,,,,,,,,,,,,,
MMR,2000,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
MMR,2001,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
MMR,2002,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
MMR,2003,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
MMR,2004,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
MMR,2005,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
MMR,2006,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
MMR,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
MMR,2008,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
MMR,2009,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
MMR,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
MMR,2011,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
MMR,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
MMR,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
MMR,2014,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
MMR,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
MMR,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
MMR,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
MMR,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
MMR,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
MMR,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
MMR,2021,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
RUS,1999,,,,,,,,,,,,,,
RUS,2000,1,0,1,0,0,0,0,0,0,0,0,0,0,2.0
RUS,2001,1,0,1,0,0,0,0,0,0,0,0,0,0,2.0
RUS,2002,1,0,1,0,0,0,0,0,0,0,0,0,0,2.0
RUS,2003,1,0,1,0,0,0,0,0,0,0,0,0,0,2.0
RUS,2004,1,0,1,0,0,0,0,0,0,0,0,0,0,2.0
RUS,2005,1,0,1,0,0,0,0,0,0,0,0,0,0,2.0
RUS,2006,1,0,1,0,0,0,0,0,0,0,0,0,0,2.0
RUS,2007,1,0,1,0,0,0,0,0,0,0,0,0,0,2.0
RUS,2008,1,0,1,0,0,0,0,0,0,0,0,0,0,2.0
RUS,2009,1,0,1,0,0,0,0,0,0,0,0,0,0,2.0
RUS,2010,1,0,1,0,0,0,0,0,0,0,0,0,0,2.0
RUS,2011,1,0,1,0,0,0,0,0,0,0,0,0,0,2.0
RUS,2012,1,0,1,0,0,0,0,0,0,0,0,0,0,2.0
RUS,2013,1,0,1,0,0,0,0,0,0,0,0,0,0,2.0
RUS,2014,1,0,1,0,0,0,0,0,0,0,0,0,0,2.0
RUS,2015,1,0,1,0,0,0,0,0,0,0,0,0,0,2.0
RUS,2016,1,0,1,0,0,0,0,0,0,0,0,0,0,2.0
RUS,2017,1,0,1,0,0,0,0,0,0,0,0,0,0,2.0
RUS,2018,1,0,1,1,0,0,0,0,0,0,0,0,0,3.0
RUS,2019,1,0,1,1,0,0,0,0,0,0,0,0,0,3.0
RUS,2020,1,0,1,1,0,0,0,0,0,0,0,0,0,3.0
RUS,2021,1,0,1,1,0,0,0,0,0,0,0,0,0,3.0
ALB,1999,,,,,,,,,,,,,,
ALB,2000,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
ALB,2001,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
ALB,2002,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
ALB,2003,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
ALB,2004,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
ALB,2005,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
ALB,2006,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
ALB,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
ALB,2008,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
ALB,2009,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
ALB,2010,1,0,0,0,0,0,0,0,0,1,1,1,1,5.0
ALB,2011,1,0,0,0,0,0,0,0,0,1,1,1,1,5.0
ALB,2012,1,0,0,0,0,0,0,0,0,1,1,1,1,5.0
ALB,2013,1,0,0,0,0,0,0,0,0,1,1,1,1,5.0
ALB,2014,1,0,0,0,0,0,0,0,0,1,1,1,1,5.0
ALB,2015,1,0,0,0,0,0,0,0,0,1,1,1,1,5.0
ALB,2016,1,0,0,0,0,0,0,0,0,1,1,1,1,5.0
ALB,2017,1,0,0,0,0,0,0,0,0,1,1,1,1,5.0
ALB,2018,1,0,0,0,0,0,0,0,0,1,1,1,1,5.0
ALB,2019,1,0,0,0,0,0,0,0,0,1,1,1,1,5.0
ALB,2020,1,0,0,0,0,0,0,0,0,1,1,1,1,5.0
ALB,2021,1,0,0,0,0,0,0,0,0,1,1,1,1,5.0
EGY,1999,,,,,,,,,,,,,,
EGY,2000,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
EGY,2001,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
EGY,2002,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
EGY,2003,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
EGY,2004,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
EGY,2005,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
EGY,2006,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
EGY,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
EGY,2008,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
EGY,2009,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
EGY,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
EGY,2011,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
EGY,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
EGY,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
EGY,2014,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
EGY,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
EGY,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
EGY,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
EGY,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
EGY,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
EGY,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
EGY,2021,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
YEM,1999,,,,,,,,,,,,,,
YEM,2000,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
YEM,2001,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
YEM,2002,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
YEM,2003,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
YEM,2004,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
YEM,2005,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
YEM,2006,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
YEM,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
YEM,2008,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
YEM,2009,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
YEM,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
YEM,2011,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
YEM,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
YEM,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
YEM,2014,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
YEM,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
YEM,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
YEM,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
YEM,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
YEM,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
YEM,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
YEM,2021,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
COL,1999,,,,,,,,,,,,,,
COL,2000,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
COL,2001,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
COL,2002,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
COL,2003,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
COL,2004,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
COL,2005,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
COL,2006,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
COL,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
COL,2008,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
COL,2009,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
COL,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
COL,2011,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
COL,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
COL,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
COL,2014,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
COL,2015,1,0,1,1,1,1,0,0,0,0,0,0,0,5.0
COL,2016,1,0,1,1,1,1,0,0,0,0,0,0,0,5.0
COL,2017,1,0,1,1,1,1,0,0,0,0,0,0,0,5.0
COL,2018,1,0,1,1,1,1,0,0,0,0,0,0,0,5.0
COL,2019,1,0,1,1,1,1,0,0,0,0,0,0,0,5.0
COL,2020,1,0,1,1,1,1,0,0,0,0,0,0,0,5.0
COL,2021,1,0,1,1,1,1,0,0,0,0,0,0,0,5.0
POL,1999,,,,,,,,,,,,,,
POL,2000,1,1,0,0,0,0,0,0,0,0,0,0,0,2.0
POL,2001,1,1,0,0,0,0,0,0,0,0,0,0,0,2.0
POL,2002,1,1,0,0,0,0,0,0,0,0,0,0,0,2.0
POL,2003,1,1,0,0,0,0,0,0,0,0,0,0,0,2.0
POL,2004,1,1,0,0,0,0,0,0,0,0,0,0,0,2.0
POL,2005,1,1,0,0,0,0,0,0,0,0,0,0,0,2.0
POL,2006,1,1,0,0,0,0,0,0,0,0,0,0,0,2.0
POL,2007,1,1,0,0,0,0,0,0,0,0,0,0,0,2.0
POL,2008,1,1,0,0,0,0,0,0,0,0,0,0,0,2.0
POL,2009,1,1,0,0,0,0,0,0,0,0,0,0,0,2.0
POL,2010,1,1,0,0,0,0,0,0,0,0,0,0,0,2.0
POL,2011,1,1,0,0,0,0,0,0,0,0,0,0,0,2.0
POL,2012,1,1,0,0,0,0,0,0,0,0,0,0,0,2.0
POL,2013,1,1,0,0,0,0,0,0,0,0,0,0,0,2.0
POL,2014,1,1,0,0,0,0,0,0,0,0,0,0,0,2.0
POL,2015,1,1,0,0,0,0,0,0,0,0,0,0,0,2.0
POL,2016,1,1,0,0,0,0,0,0,0,0,0,0,0,2.0
POL,2017,1,1,0,0,0,0,0,0,0,0,0,0,0,2.0
POL,2018,1,1,0,0,0,0,0,0,0,0,0,0,0,2.0
POL,2019,1,1,0,0,0,0,0,0,0,0,0,0,0,2.0
POL,2020,1,1,0,0,0,0,0,0,0,0,0,0,0,2.0
POL,2021,1,1,0,0,0,0,0,0,0,0,0,0,0,2.0
BRA,1999,,,,,,,,,,,,,,
BRA,2000,1,1,0,0,0,0,0,0,0,0,0,0,0,2.0
BRA,2001,1,1,0,0,0,0,0,0,0,0,0,0,0,2.0
BRA,2002,1,1,0,0,0,0,0,0,0,0,0,0,0,2.0
BRA,2003,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
BRA,2004,1,1,0,0,0,0,0,0,0,0,0,0,0,2.0
BRA,2005,1,1,0,0,0,0,0,0,0,0,0,0,0,2.0
BRA,2006,1,1,0,0,0,0,0,0,0,0,0,0,0,2.0
BRA,2007,1,1,0,0,0,0,0,0,0,0,0,0,0,2.0
BRA,2008,1,1,0,0,0,0,0,0,0,0,0,0,0,2.0
BRA,2009,1,1,0,0,0,0,0,0,0,0,0,0,0,2.0
BRA,2010,1,1,0,0,0,0,0,0,0,0,0,0,0,2.0
BRA,2011,1,1,0,0,0,0,0,0,0,0,0,0,0,2.0
BRA,2012,1,1,0,0,0,0,0,0,0,0,0,0,0,2.0
BRA,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
BRA,2014,1,1,0,0,0,0,0,0,0,0,0,0,0,2.0
BRA,2015,1,1,0,0,0,0,0,0,0,0,0,0,0,2.0
BRA,2016,1,1,0,0,0,0,0,0,0,0,0,0,0,2.0
BRA,2017,1,1,0,0,0,0,0,0,0,0,0,0,0,2.0
BRA,2018,1,1,1,1,1,1,0,0,0,0,0,0,0,6.0
BRA,2019,1,1,1,1,1,1,0,0,0,0,0,0,0,6.0
BRA,2020,1,1,1,1,1,1,0,0,0,0,0,0,0,6.0
BRA,2021,1,1,1,1,1,1,0,0,0,0,0,0,0,6.0
USA,1999,,,,,,,,,,,,,,
USA,2000,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
USA,2001,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
USA,2002,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
USA,2003,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
USA,2004,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
USA,2005,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
USA,2006,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
USA,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
USA,2008,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
USA,2009,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
USA,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
USA,2011,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
USA,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
USA,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
USA,2014,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
USA,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
USA,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
USA,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
USA,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
USA,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
USA,2020,1,0,0,0,0,0,0,0,0,1,0,0,0,2.0
USA,2021,1,0,0,0,0,0,0,0,0,1,1,1,1,5.0
PRT,1999,,,,,,,,,,,,,,
PRT,2000,1,1,0,0,0,0,0,0,0,0,0,0,0,2.0
PRT,2001,1,1,0,0,0,0,0,0,0,0,0,0,0,2.0
PRT,2002,1,1,0,0,0,0,0,0,0,0,0,0,0,2.0
PRT,2003,1,1,0,0,0,0,0,0,0,0,0,0,0,2.0
PRT,2004,1,1,0,0,0,0,0,0,0,0,0,0,0,2.0
PRT,2005,1,1,0,0,0,0,0,0,0,0,0,0,0,2.0
PRT,2006,1,1,0,0,0,0,0,0,0,0,0,0,0,2.0
PRT,2007,1,1,0,0,0,0,0,0,0,0,0,0,0,2.0
PRT,2008,1,1,0,0,0,0,0,0,0,0,0,0,0,2.0
PRT,2009,1,1,0,0,0,0,0,0,0,0,0,0,0,2.0
PRT,2010,1,1,0,0,0,0,0,0,0,0,0,0,0,2.0
PRT,2011,1,1,1,0,0,1,0,0,0,0,0,0,0,4.0
PRT,2012,1,1,1,0,0,1,0,0,0,0,1,0,0,5.0
PRT,2013,1,1,1,0,0,1,0,0,0,0,1,0,0,5.0
PRT,2014,1,1,1,0,0,1,0,0,0,0,1,0,0,5.0
PRT,2015,1,1,1,0,0,1,0,0,0,1,1,0,0,6.0
PRT,2016,1,1,1,0,0,1,0,0,0,1,1,0,0,6.0
PRT,2017,1,1,1,0,0,1,0,0,0,1,1,0,0,6.0
PRT,2018,1,1,1,1,1,1,0,1,0,1,1,1,0,10.0
PRT,2019,1,1,1,1,1,1,0,1,0,1,1,1,0,10.0
PRT,2020,1,1,1,1,1,1,0,1,0,1,1,1,0,10.0
PRT,2021,1,1,1,1,1,1,0,1,0,1,1,1,0,10.0
SLV,1999,,,,,,,,,,,,,,
SLV,2000,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
SLV,2001,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
SLV,2002,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
SLV,2003,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
SLV,2004,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
SLV,2005,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
SLV,2006,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
SLV,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
SLV,2008,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
SLV,2009,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
SLV,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
SLV,2011,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
SLV,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
SLV,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
SLV,2014,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
SLV,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
SLV,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
SLV,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
SLV,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
SLV,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
SLV,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
SLV,2021,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
BGD,1999,,,,,,,,,,,,,,
BGD,2000,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
BGD,2001,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
BGD,2002,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
BGD,2003,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
BGD,2004,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
BGD,2005,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
BGD,2006,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
BGD,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
BGD,2008,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
BGD,2009,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
BGD,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
BGD,2011,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
BGD,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
BGD,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
BGD,2014,1,0,1,0,0,0,1,0,0,0,0,0,0,3.0
BGD,2015,1,0,1,0,0,0,1,0,0,0,0,0,0,3.0
BGD,2016,1,0,1,0,0,0,1,0,0,0,0,0,0,3.0
BGD,2017,1,0,1,0,0,0,1,0,0,0,0,0,0,3.0
BGD,2018,1,0,1,0,0,0,1,0,0,0,0,0,0,3.0
BGD,2019,1,0,1,0,0,0,1,0,0,0,0,0,0,3.0
BGD,2020,1,0,1,0,0,0,1,0,0,0,0,0,0,3.0
BGD,2021,1,0,1,0,0,0,1,0,0,0,0,0,0,3.0
BOL,1999,,,,,,,,,,,,,,
BOL,2000,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
BOL,2001,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
BOL,2002,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
BOL,2003,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
BOL,2004,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
BOL,2005,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
